0,0,0,linux,/home/lingling/wubozhi/crawl/linux
0,0,0,alsaplayer,/home/repodata/c_repos_test/repos/12468/7822/alsaplayer
0,0,0,icu4c,/home/repodata/c_repos_test/repos/10940/33601/icu4c
0,0,0,nmh,/home/repodata/c_repos_test/repos/42167/398247/nmh
0,0,0,make,/home/repodata/c_repos_test/repos/6742/33578/make
0,0,0,knc,/home/repodata/c_repos_test/repos/2097/33849/knc
0,0,0,miniupnp,/home/repodata/c_repos_test/repos/6496/26280/miniupnp
0,0,0,tftp-hpa,/home/repodata/c_repos_test/repos/9735/20756/tftp-hpa
0,0,0,acpid,/home/repodata/c_repos_test/repos/18957/11179/acpid
0,0,0,rtg2,/home/repodata/c_repos_test/repos/44510/398153/rtg2
0,0,0,libtiff_project,/home/repodata/c_repos_test/repos/53385/30034/libtiff_project
0,0,0,monkey,/home/repodata/c_repos_test/repos/13918/13074/monkey
0,0,0,plasma-desktop,/home/repodata/c_repos_test/repos/28282/397899/plasma-desktop
0,0,0,simplegeos_simplejson,/home/repodata/c_repos_test/repos/15896/13299/simplegeos_simplejson
0,0,0,syslinux,/home/repodata/c_repos_test/repos/5906/18633/syslinux
0,0,0,gsoap,/home/repodata/c_repos_test/repos/354/33539/gsoap
0,0,0,libtool,/home/repodata/c_repos_test/repos/14777/33649/libtool
0,0,0,libxrandr,/home/repodata/c_repos_test/repos/30462/33860/libxrandr
0,0,0,libdmapsharing,/home/repodata/c_repos_test/repos/1020098/398092/libdmapsharing
0,0,0,accountsservice,/home/repodata/c_repos_test/repos/283/33455/accountsservice
0,0,0,midnight-commander,/home/repodata/c_repos_test/repos/9559/151/midnight-commander
0,0,0,nautilus,/home/repodata/c_repos_test/repos/45134/17955/nautilus
0,0,0,ap51-flash,/home/repodata/c_repos_test/repos/10826/397914/ap51-flash
0,0,0,cifs-utils,/home/repodata/c_repos_test/repos/53747/398096/cifs-utils
0,0,0,collectd_collectd,/home/repodata/c_repos_test/repos/10688/4672/collectd_collectd
0,0,0,libnfnetlink,/home/repodata/c_repos_test/repos/11760/397886/libnfnetlink
0,0,0,krb5,/home/repodata/c_repos_test/repos/7925/234/krb5
0,0,0,pygresql,/home/repodata/c_repos_test/repos/26153/33705/pygresql
